映射编号,问题编号,指标编号,指标名称,本指标观察含义,本问题机制,支持证据组合,反向证据组合,替代解释,本问题边界,共享证据组,来源编号
MAP0161,F1,B058,证券投资负债交易净额,跨境证券融资流量,负债变化需要同时考虑债务规模、部门结构以及名义收入分母。,贷款、债券或政府债务等同口径余额和净融资显示部门分化。,增速变化来自核销、证券化、统计调整或债务部门转移。,债务置换、融资工具替代、GDP修订。,不能将非金融企业、地方政府和城投债务简单相加，必须检查重叠。,EG-B_S15,B_S15
MAP0162,F1,B059,对外金融资产,外部资产负债规模结构,负债变化需要同时考虑债务规模、部门结构以及名义收入分母。,贷款、债券或政府债务等同口径余额和净融资显示部门分化。,增速变化来自核销、证券化、统计调整或债务部门转移。,债务置换、融资工具替代、GDP修订。,不能将非金融企业、地方政府和城投债务简单相加，必须检查重叠。,EG-B_S16,B_S16
MAP0163,F1,B060,对外负债,外部资产负债规模结构,负债变化需要同时考虑债务规模、部门结构以及名义收入分母。,贷款、债券或政府债务等同口径余额和净融资显示部门分化。,增速变化来自核销、证券化、统计调整或债务部门转移。,债务置换、融资工具替代、GDP修订。,不能将非金融企业、地方政府和城投债务简单相加，必须检查重叠。,EG-B_S16,B_S16
MAP0164,F1,B061,全口径外债余额,外部债务规模与部门分布,负债变化需要同时考虑债务规模、部门结构以及名义收入分母。,贷款、债券或政府债务等同口径余额和净融资显示部门分化。,增速变化来自核销、证券化、统计调整或债务部门转移。,债务置换、融资工具替代、GDP修订。,不能将非金融企业、地方政府和城投债务简单相加，必须检查重叠。,EG-B_S17,B_S17
MAP0165,F1,B062,签约短期外债余额,原始短期限外债结构,负债变化需要同时考虑债务规模、部门结构以及名义收入分母。,贷款、债券或政府债务等同口径余额和净融资显示部门分化。,增速变化来自核销、证券化、统计调整或债务部门转移。,债务置换、融资工具替代、GDP修订。,不能将非金融企业、地方政府和城投债务简单相加，必须检查重叠。,EG-B_S17,B_S17
MAP0166,F1,B063,签约短期外债占比,外债签约期限结构,负债变化需要同时考虑债务规模、部门结构以及名义收入分母。,贷款、债券或政府债务等同口径余额和净融资显示部门分化。,增速变化来自核销、证券化、统计调整或债务部门转移。,债务置换、融资工具替代、GDP修订。,不能将非金融企业、地方政府和城投债务简单相加，必须检查重叠。,EG-B_S17,B_S17
MAP0167,F1,R010,机构部门净金融投资,连接部门收入、支出与资金余缺；需结合相邻账户解释变化。,负债变化需要同时考虑债务规模、部门结构以及名义收入分母。,贷款、债券或政府债务等同口径余额和净融资显示部门分化。,增速变化来自核销、证券化、统计调整或债务部门转移。,债务置换、融资工具替代、GDP修订。,不能将非金融企业、地方政府和城投债务简单相加，必须检查重叠。,EG-资金流量,R_FOF
MAP0168,F2,B001,规上工业营业收入,市场实现收入规模,相同债务规模下，现金流、付息负担和到期结构决定压力差异。,公开收入/利润/财政收支与付息或债务指标联合显示缓冲收窄。,利润变弱但现金回款改善，或期限延长和利息下降减轻当期压力。,债务展期、资产处置、财政转移、会计利润与现金流差异。,政府债务/预算收入是压力代理，不是有统一阈值的违约概率。,EG-规上工业财务,B_S01
MAP0169,F2,B002,规上工业营业成本,经营成本压力,相同债务规模下，现金流、付息负担和到期结构决定压力差异。,公开收入/利润/财政收支与付息或债务指标联合显示缓冲收窄。,利润变弱但现金回款改善，或期限延长和利息下降减轻当期压力。,债务展期、资产处置、财政转移、会计利润与现金流差异。,政府债务/预算收入是压力代理，不是有统一阈值的违约概率。,EG-规上工业财务,B_S01
MAP0170,F2,B003,规上工业利润总额,盈利及自筹资金能力线索,相同债务规模下，现金流、付息负担和到期结构决定压力差异。,公开收入/利润/财政收支与付息或债务指标联合显示缓冲收窄。,利润变弱但现金回款改善，或期限延长和利息下降减轻当期压力。,债务展期、资产处置、财政转移、会计利润与现金流差异。,政府债务/预算收入是压力代理，不是有统一阈值的违约概率。,EG-规上工业财务,B_S01
MAP0171,F2,B004,规上工业资产总计,资产规模分母,相同债务规模下，现金流、付息负担和到期结构决定压力差异。,公开收入/利润/财政收支与付息或债务指标联合显示缓冲收窄。,利润变弱但现金回款改善，或期限延长和利息下降减轻当期压力。,债务展期、资产处置、财政转移、会计利润与现金流差异。,政府债务/预算收入是压力代理，不是有统一阈值的违约概率。,EG-规上工业财务,B_S01
MAP0172,F2,B005,规上工业负债合计,债权性与经营性负债压力起点,相同债务规模下，现金流、付息负担和到期结构决定压力差异。,公开收入/利润/财政收支与付息或债务指标联合显示缓冲收窄。,利润变弱但现金回款改善，或期限延长和利息下降减轻当期压力。,债务展期、资产处置、财政转移、会计利润与现金流差异。,政府债务/预算收入是压力代理，不是有统一阈值的违约概率。,EG-规上工业财务,B_S01
MAP0173,F2,B006,规上工业所有者权益合计,账面损失缓冲,相同债务规模下，现金流、付息负担和到期结构决定压力差异。,公开收入/利润/财政收支与付息或债务指标联合显示缓冲收窄。,利润变弱但现金回款改善，或期限延长和利息下降减轻当期压力。,债务展期、资产处置、财政转移、会计利润与现金流差异。,政府债务/预算收入是压力代理，不是有统一阈值的违约概率。,EG-规上工业财务,B_S01
MAP0174,F2,B007,规上工业应收账款,收入到回款之间资金占用,相同债务规模下，现金流、付息负担和到期结构决定压力差异。,公开收入/利润/财政收支与付息或债务指标联合显示缓冲收窄。,利润变弱但现金回款改善，或期限延长和利息下降减轻当期压力。,债务展期、资产处置、财政转移、会计利润与现金流差异。,政府债务/预算收入是压力代理，不是有统一阈值的违约概率。,EG-规上工业财务,B_S01
MAP0175,F2,B009,规上工业营业收入利润率,收入转换为税前盈利的比例,相同债务规模下，现金流、付息负担和到期结构决定压力差异。,公开收入/利润/财政收支与付息或债务指标联合显示缓冲收窄。,利润变弱但现金回款改善，或期限延长和利息下降减轻当期压力。,债务展期、资产处置、财政转移、会计利润与现金流差异。,政府债务/预算收入是压力代理，不是有统一阈值的违约概率。,EG-规上工业财务,B_S01
MAP0176,F2,B010,规上工业资产负债率,账面杠杆程度,相同债务规模下，现金流、付息负担和到期结构决定压力差异。,公开收入/利润/财政收支与付息或债务指标联合显示缓冲收窄。,利润变弱但现金回款改善，或期限延长和利息下降减轻当期压力。,债务展期、资产处置、财政转移、会计利润与现金流差异。,政府债务/预算收入是压力代理，不是有统一阈值的违约概率。,EG-规上工业财务,B_S01
MAP0177,F2,B011,规上工业应收账款平均回收期,回款速度,相同债务规模下，现金流、付息负担和到期结构决定压力差异。,公开收入/利润/财政收支与付息或债务指标联合显示缓冲收窄。,利润变弱但现金回款改善，或期限延长和利息下降减轻当期压力。,债务展期、资产处置、财政转移、会计利润与现金流差异。,政府债务/预算收入是压力代理，不是有统一阈值的违约概率。,EG-规上工业财务,B_S01
MAP0178,F2,B023,房地产开发企业本年到位资金,开发资金可得性,相同债务规模下，现金流、付息负担和到期结构决定压力差异。,公开收入/利润/财政收支与付息或债务指标联合显示缓冲收窄。,利润变弱但现金回款改善，或期限延长和利息下降减轻当期压力。,债务展期、资产处置、财政转移、会计利润与现金流差异。,政府债务/预算收入是压力代理，不是有统一阈值的违约概率。,EG-B_S03,B_S03
