记录类型,记录编号,问题编号,指标编号,维度编号,维度/层级,覆盖状态,已核验成员/分类,来源编号,覆盖依据,限制/版本,核验性质
覆盖检查,CV01102,D1,B003,DIM-IND,行业,部分覆盖,采矿业；制造业；电力、热力、燃气及水生产和供应业；汽车制造业；电气机械和器材制造业；计算机、通信和其他电子设备制造业,B_S01,表1三大门类、表3行业收入成本利润,财务比率行业细分仅核验三大门类；非所有财务存量按行业发布。,已读原表/定义；仅所列范围
覆盖检查,CV01103,K1,B003,DIM-FIRM,企业类型,部分覆盖,国有控股企业；股份制企业；外商及港澳台投资企业；私营企业,B_S01,表1及表2经济类型分组,类型交叉不可加总；不是规模以下或全部私营企业。,已读原表/定义；仅所列范围
覆盖检查,CV01104,M4,B003,DIM-FIRM,企业类型,部分覆盖,国有控股企业；股份制企业；外商及港澳台投资企业；私营企业,B_S01,表1及表2经济类型分组,类型交叉不可加总；不是规模以下或全部私营企业。,已读原表/定义；仅所列范围
覆盖检查,CV01105,F2,B003,DIM-FIRM,企业类型,部分覆盖,国有控股企业；股份制企业；外商及港澳台投资企业；私营企业,B_S01,表1及表2经济类型分组,类型交叉不可加总；不是规模以下或全部私营企业。,已读原表/定义；仅所列范围
覆盖检查,CV01106,I3,B003,DIM-FIRM,企业类型,部分覆盖,国有控股企业；股份制企业；外商及港澳台投资企业；私营企业,B_S01,表1及表2经济类型分组,类型交叉不可加总；不是规模以下或全部私营企业。,已读原表/定义；仅所列范围
覆盖检查,CV01107,S4,B003,DIM-FIRM,企业类型,部分覆盖,国有控股企业；股份制企业；外商及港澳台投资企业；私营企业,B_S01,表1及表2经济类型分组,类型交叉不可加总；不是规模以下或全部私营企业。,已读原表/定义；仅所列范围
覆盖检查,CV01108,D1,B003,DIM-FIRM,企业类型,部分覆盖,国有控股企业；股份制企业；外商及港澳台投资企业；私营企业,B_S01,表1及表2经济类型分组,类型交叉不可加总；不是规模以下或全部私营企业。,已读原表/定义；仅所列范围
覆盖检查,CV01109,K1,B003,DIM-HH,居民群体,不适用,,B_S01,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01110,M4,B003,DIM-HH,居民群体,不适用,,B_S01,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01111,F2,B003,DIM-HH,居民群体,不适用,,B_S01,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01112,I3,B003,DIM-HH,居民群体,不适用,,B_S01,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01113,S4,B003,DIM-HH,居民群体,不适用,,B_S01,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01114,D1,B003,DIM-HH,居民群体,不适用,,B_S01,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01115,K1,B003,DIM-SEC,机构部门,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01116,M4,B003,DIM-SEC,机构部门,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01117,F2,B003,DIM-SEC,机构部门,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01118,I3,B003,DIM-SEC,机构部门,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01119,S4,B003,DIM-SEC,机构部门,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01120,D1,B003,DIM-SEC,机构部门,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01121,F2,B004,DIM-NAT,全国,已覆盖,规上工业法人合计,B_S01,正文与表1—3；门槛2000万元。,,已读原表/定义；仅所列范围
覆盖检查,CV01122,F2,B004,DIM-PROV,省级,无稳定公开数据,,B_S01,本页没有31省表,逐省公开连续性未核验。,已读原表/定义；仅所列范围
覆盖检查,CV01123,F2,B004,DIM-PREF,地级,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01124,F2,B004,DIM-IND,行业,无稳定公开数据,,B_S01,该存量在本文正文有全国值,本轮未核验该存量行业数据。,已读原表/定义；仅所列范围
覆盖检查,CV01125,F2,B004,DIM-FIRM,企业类型,无稳定公开数据,,B_S01,该存量在本文正文有全国值,未把其他比率分组覆盖推广到财务存量。,已读原表/定义；仅所列范围
覆盖检查,CV01126,F2,B004,DIM-HH,居民群体,不适用,,B_S01,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01127,F2,B004,DIM-SEC,机构部门,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01128,F1,B005,DIM-NAT,全国,已覆盖,规上工业法人合计,B_S01,正文与表1—3；门槛2000万元。,,已读原表/定义；仅所列范围
覆盖检查,CV01129,F2,B005,DIM-NAT,全国,已覆盖,规上工业法人合计,B_S01,正文与表1—3；门槛2000万元。,,已读原表/定义；仅所列范围
覆盖检查,CV01130,F1,B005,DIM-PROV,省级,无稳定公开数据,,B_S01,本页没有31省表,逐省公开连续性未核验。,已读原表/定义；仅所列范围
覆盖检查,CV01131,F2,B005,DIM-PROV,省级,无稳定公开数据,,B_S01,本页没有31省表,逐省公开连续性未核验。,已读原表/定义；仅所列范围
覆盖检查,CV01132,F1,B005,DIM-PREF,地级,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01133,F2,B005,DIM-PREF,地级,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01134,F1,B005,DIM-IND,行业,无稳定公开数据,,B_S01,该存量在本文正文有全国值,本轮未核验该存量行业数据。,已读原表/定义；仅所列范围
覆盖检查,CV01135,F2,B005,DIM-IND,行业,无稳定公开数据,,B_S01,该存量在本文正文有全国值,本轮未核验该存量行业数据。,已读原表/定义；仅所列范围
覆盖检查,CV01136,F1,B005,DIM-FIRM,企业类型,无稳定公开数据,,B_S01,该存量在本文正文有全国值,未把其他比率分组覆盖推广到财务存量。,已读原表/定义；仅所列范围
覆盖检查,CV01137,F2,B005,DIM-FIRM,企业类型,无稳定公开数据,,B_S01,该存量在本文正文有全国值,未把其他比率分组覆盖推广到财务存量。,已读原表/定义；仅所列范围
覆盖检查,CV01138,F1,B005,DIM-HH,居民群体,不适用,,B_S01,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01139,F2,B005,DIM-HH,居民群体,不适用,,B_S01,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01140,F1,B005,DIM-SEC,机构部门,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01141,F2,B005,DIM-SEC,机构部门,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01142,F2,B006,DIM-NAT,全国,已覆盖,规上工业法人合计,B_S01,正文与表1—3；门槛2000万元。,,已读原表/定义；仅所列范围
覆盖检查,CV01143,D1,B006,DIM-NAT,全国,已覆盖,规上工业法人合计,B_S01,正文与表1—3；门槛2000万元。,,已读原表/定义；仅所列范围
覆盖检查,CV01144,F2,B006,DIM-PROV,省级,无稳定公开数据,,B_S01,本页没有31省表,逐省公开连续性未核验。,已读原表/定义；仅所列范围
覆盖检查,CV01145,D1,B006,DIM-PROV,省级,无稳定公开数据,,B_S01,本页没有31省表,逐省公开连续性未核验。,已读原表/定义；仅所列范围
覆盖检查,CV01146,F2,B006,DIM-PREF,地级,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01147,D1,B006,DIM-PREF,地级,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01148,F2,B006,DIM-IND,行业,无稳定公开数据,,B_S01,该存量在本文正文有全国值,本轮未核验该存量行业数据。,已读原表/定义；仅所列范围
覆盖检查,CV01149,D1,B006,DIM-IND,行业,无稳定公开数据,,B_S01,该存量在本文正文有全国值,本轮未核验该存量行业数据。,已读原表/定义；仅所列范围
覆盖检查,CV01150,F2,B006,DIM-FIRM,企业类型,无稳定公开数据,,B_S01,该存量在本文正文有全国值,未把其他比率分组覆盖推广到财务存量。,已读原表/定义；仅所列范围
覆盖检查,CV01151,D1,B006,DIM-FIRM,企业类型,无稳定公开数据,,B_S01,该存量在本文正文有全国值,未把其他比率分组覆盖推广到财务存量。,已读原表/定义；仅所列范围
覆盖检查,CV01152,F2,B006,DIM-HH,居民群体,不适用,,B_S01,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01153,D1,B006,DIM-HH,居民群体,不适用,,B_S01,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01154,F2,B006,DIM-SEC,机构部门,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01155,D1,B006,DIM-SEC,机构部门,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01156,F2,B007,DIM-NAT,全国,已覆盖,规上工业法人合计,B_S01,正文与表1—3；门槛2000万元。,,已读原表/定义；仅所列范围
覆盖检查,CV01157,D1,B007,DIM-NAT,全国,已覆盖,规上工业法人合计,B_S01,正文与表1—3；门槛2000万元。,,已读原表/定义；仅所列范围
覆盖检查,CV01158,F2,B007,DIM-PROV,省级,无稳定公开数据,,B_S01,本页没有31省表,逐省公开连续性未核验。,已读原表/定义；仅所列范围
覆盖检查,CV01159,D1,B007,DIM-PROV,省级,无稳定公开数据,,B_S01,本页没有31省表,逐省公开连续性未核验。,已读原表/定义；仅所列范围
覆盖检查,CV01160,F2,B007,DIM-PREF,地级,无稳定公开数据,,B_S01,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
